direct_competitor_count_500m,direct_competitor_count_1km,related_fitness_count_1km,source_index
17,32,69,21331
2,19,37,21332
6,12,26,21333
1,5,15,21334
6,12,18,21335
6,26,59,21336
6,10,16,21337
4,17,22,21338
7,25,59,21339
6,25,55,21340
1,5,15,21341
1,5,15,21342
12,22,30,21343
0,3,11,21344
6,24,46,21345
10,20,39,21346
7,15,30,21347
7,11,18,21348
11,24,42,21349
12,18,25,21350
15,15,46,21351
6,12,18,21352
7,18,32,21353
6,10,16,21354
2,11,22,21355
7,11,18,21356
5,32,63,21357
2,9,14,21358
4,27,59,21359
6,20,32,21360
13,25,30,21361
2,18,36,21362
2,5,10,21363
1,17,21,21364
12,22,30,21365
7,24,45,21366
4,11,23,21367
5,18,29,21368
13,27,49,21369
8,25,44,21370
15,25,32,21371
3,18,38,21372
6,12,24,21373
9,16,28,21374
9,21,39,21375
6,14,26,21376
4,11,19,21377
1,1,4,21378
5,18,27,21379
1,1,7,21380
12,22,30,21381
1,1,1,21382
6,17,22,21383
6,8,13,21384
4,11,23,21386
12,26,51,21387
12,21,43,21388
7,17,24,21389
0,4,8,21390
6,22,44,21391
2,8,12,21392
11,21,28,21393
6,14,32,21394
15,15,46,21395
14,29,73,21396
15,15,46,21397
11,21,28,21398
7,16,29,21399
10,31,62,21400
5,10,21,21401
0,8,11,21402
4,21,39,21403
10,14,34,21404
2,9,19,21405
4,8,19,21406
15,15,46,21407
0,0,1,21408
1,23,49,21409
5,22,43,21410
12,34,64,21411
15,35,76,21412
5,21,38,21413
2,16,24,21414
7,23,44,21415
3,18,29,21416
7,29,50,21417
2,9,19,21418
2,5,10,21419
6,14,32,21420
11,24,44,21421
2,19,39,21422
6,12,26,21423
15,25,36,21424
2,19,37,21425
15,28,54,21426
15,15,46,21427
1,4,14,21428
7,16,29,21429
2,5,10,21430
6,22,42,21431
5,19,36,21432
8,15,22,21433
15,15,46,21434
6,12,25,21435
6,20,32,21436
11,14,24,21437
8,12,19,21438
4,17,33,21439
3,6,12,21440
7,23,45,21441
14,27,46,21442
5,11,18,21443
0,1,5,21444
4,8,21,21445
8,25,44,21446
10,16,39,21447
9,26,59,21448
3,14,26,21449
6,20,31,21450
11,25,42,21451
10,19,42,21452
1,10,17,21453
8,16,33,21454
13,23,45,21455
8,21,26,21456
11,34,60,21457
11,13,21,21458
4,21,45,21459
11,25,44,21460
16,35,73,21461
9,21,42,21462
2,16,38,21463
1,7,9,21464
11,17,36,21465
8,30,71,21466
4,11,19,21467
15,25,33,21468
6,19,36,21469
1,5,15,21470
12,28,51,21471
2,7,13,21472
4,7,18,21473
10,19,42,21474
7,8,13,21475
4,30,53,21476
2,14,28,21477
3,11,19,21478
5,34,69,21479
9,11,18,21480
7,15,29,21481
7,24,45,21482
8,19,37,21483
6,37,75,21484
3,9,14,21485
9,21,42,21486
2,5,12,21487
6,14,32,21488
5,8,19,21489
1,1,1,21490
13,33,76,21491
11,32,73,21492
10,25,45,21493
10,32,75,21494
12,27,48,21495
6,12,18,21496
7,14,24,21497
12,21,43,21498
11,32,42,21499
15,28,54,21500
6,12,18,21501
11,25,43,21502
15,15,46,21503
3,8,17,21504
13,32,74,21505
13,25,47,21506
14,33,77,21507
8,18,33,21508
6,22,51,21509
11,24,43,21510
0,20,32,21511
16,32,72,21512
11,24,42,21513
12,18,25,21514
4,11,18,21515
8,12,19,21516
6,28,51,21517
8,17,23,21518
1,10,22,21520
6,32,60,21521
11,18,29,21522
1,1,5,21523
2,19,37,21524
2,10,19,21525
7,14,25,21526
1,17,24,21527
0,6,7,21528
3,18,29,21529
1,2,2,21530
3,11,19,21531
11,32,40,21532
3,9,14,21533
7,11,20,21534
1,1,8,21535
13,28,40,21536
3,20,41,21537
12,25,32,21538
10,19,31,21539
6,12,27,21540
1,1,8,21541
6,11,20,21542
6,14,29,21543
6,12,25,21544
7,14,23,21545
9,18,38,21546
11,34,66,21547
7,26,47,21548
6,27,60,21549
12,24,30,21550
3,11,17,21551
8,25,44,21552
6,23,53,21553
9,11,18,21554
3,11,19,21555
13,31,71,21556
6,20,31,21557
10,32,76,21558
15,15,46,21559
7,22,43,21560
15,15,46,21561
11,18,39,21562
11,19,25,21563
3,8,13,21564
7,37,74,21565
5,12,21,21566
10,31,62,21567
3,19,36,21568
5,29,54,21569
10,19,36,21570
3,11,20,21571
10,19,36,21572
9,18,33,21573
6,8,13,21574
11,19,38,21575
6,10,22,21576
7,33,68,21577
1,1,7,21578
2,4,15,21579
10,20,39,21580
8,25,44,21581
4,18,29,21582
7,17,33,21583
8,11,18,21584
15,15,46,21585
7,21,41,21586
12,28,51,21587
6,11,22,21588
6,13,27,21589
3,11,17,21590
7,23,58,21591
5,11,24,21592
10,19,42,21593
3,15,32,21594
13,28,39,21595
3,15,30,21596
15,15,46,21597
10,25,50,21598
2,8,12,21599
1,10,23,21600
8,23,29,21601
6,13,26,21602
10,25,50,21603
5,21,43,21604
6,25,55,21605
9,21,43,21606
16,35,73,21607
6,33,70,21608
13,33,77,21609
13,31,54,21610
15,22,43,21611
7,26,59,21612
5,16,41,21613
6,11,17,21614
0,4,7,21615
2,12,30,21616
10,32,58,21617
0,6,9,21618
1,11,16,21619
6,14,29,21620
10,29,70,21621
6,11,17,21622
8,21,41,21623
10,31,62,21624
6,17,31,21625
7,26,47,21626
3,8,21,21627
11,24,45,21628
2,11,23,21629
3,20,41,21630
3,11,20,21631
12,18,29,21632
5,12,21,21633
5,34,69,21634
3,18,29,21635
8,27,49,21636
2,19,40,21637
3,11,17,21638
7,22,43,21639
6,33,64,21640
0,14,45,21641
7,13,21,21642
15,15,46,21643
11,24,45,21644
3,5,12,21645
11,21,28,21646
2,4,15,21647
2,9,14,21648
5,10,21,21649
4,5,12,21650
7,24,45,21651
10,24,62,21652
5,24,29,21653
15,31,72,21654
15,15,46,21655
10,19,41,21656
12,18,26,21657
0,7,20,21658
6,8,17,21659
2,10,23,21660
5,11,34,21661
3,4,5,21662
1,7,22,21663
0,2,4,21664
1,9,15,21665
0,6,14,21666
1,7,22,21667
1,6,11,21668
4,10,30,21669
2,12,33,21670
2,14,34,21671
8,17,40,21672
1,5,15,21673
0,5,13,21674
9,19,46,21675
1,4,12,21676
1,7,23,21677
0,4,6,21678
1,5,8,21679
1,6,18,21680
1,6,11,21681
1,11,26,21682
6,10,32,21683
3,5,6,21684
2,5,8,21685
3,7,20,21686
3,3,7,21687
5,10,33,21688
3,9,25,21689
1,3,7,21690
2,5,12,21691
12,15,40,21692
6,8,17,21693
3,3,7,21694
4,15,39,21696
6,10,32,21697
1,5,8,21698
6,8,17,21699
1,6,9,21700
1,11,26,21701
3,3,7,21702
6,14,36,21703
2,12,33,21704
1,2,4,21705
8,17,40,21706
1,6,19,21707
4,10,30,21708
2,8,23,21709
2,7,18,21710
0,4,11,21711
14,17,42,21712
3,7,25,21713
5,10,32,21714
3,12,27,21715
14,17,42,21716
3,5,6,21717
3,12,32,21718
2,5,17,21719
2,4,6,21720
2,5,17,21721
0,4,11,21722
1,7,24,21723
3,9,27,21725
6,8,17,21726
6,8,17,21727
6,8,17,21728
1,1,1,21729
6,8,17,21730
1,6,19,21731
3,3,7,21732
9,15,40,21733
3,6,17,21734
9,14,40,21735
5,12,35,21736
6,8,17,21737
8,17,40,21738
9,14,40,21739
3,3,7,21740
1,1,1,21741
5,14,31,21742
3,20,39,21743
0,1,3,21744
8,13,26,21745
4,15,29,21746
2,8,24,21747
0,1,7,21748
0,1,5,21749
3,14,33,21751
0,0,5,21752
8,8,13,21753
0,0,4,21754
6,24,43,21755
6,17,35,21756
4,10,16,21757
0,1,5,21758
5,8,13,21759
2,8,24,21760
2,3,9,21761
1,3,9,21762
8,24,46,21763
6,13,27,21764
8,20,30,21765
7,15,33,21766
3,3,9,21767
7,8,13,21768
7,13,21,21769
8,8,13,21770
5,8,13,21771
6,12,23,21772
3,8,15,21773
7,16,34,21774
1,11,27,21775
7,23,43,21776
4,10,16,21777
4,20,37,21778
7,12,26,21779
7,17,35,21780
8,18,36,21781
5,20,36,21782
6,13,20,21783
5,12,29,21784
1,1,1,21785
9,21,33,21786
4,12,18,21787
9,21,34,21788
7,22,40,21789
4,12,26,21790
12,12,26,21791
6,15,33,21792
1,5,7,21793
4,15,34,21794
1,13,24,21795
0,1,5,21796
8,12,26,21797
8,21,32,21798
6,18,30,21799
1,1,4,21800
2,3,8,21801
3,8,15,21802
3,12,26,21803
4,12,26,21804
7,15,33,21805
0,9,17,21806
2,10,27,21807
0,3,10,21808
0,3,10,21809
9,17,29,21810
3,8,21,21811
7,8,13,21812
7,17,35,21814
0,4,9,21815
0,0,5,21816
1,8,15,21817
0,4,9,21818
3,8,15,21819
3,12,26,21820
0,4,9,21821
6,9,15,21822
0,2,7,21823
0,0,1,21824
0,2,6,21825
0,3,10,21826
7,13,22,21827
0,0,0,21828
0,4,4,21829
3,12,26,21830
1,15,31,21832
1,2,6,21833
2,10,22,21834
7,12,25,21835
7,8,13,21837
2,12,29,21838
1,4,8,21839
1,9,15,21841
0,3,10,21842
7,8,13,21843
4,10,16,21844
5,8,13,21845
6,24,43,21846
7,15,33,21847
4,20,39,21849
0,0,0,21850
8,12,26,21851
7,15,33,21852
8,8,13,21853
8,15,33,21854
8,15,33,21855
2,3,6,21856
6,18,27,21857
8,16,35,21858
7,8,13,21859
1,15,32,21860
1,2,6,21861
7,8,13,21862
6,17,35,21863
0,6,15,21864
4,10,16,21865
1,2,6,21866
8,8,13,21867
1,4,8,21868
0,3,10,21869
1,1,4,21870
1,4,8,21871
0,4,9,21872
0,4,9,21873
8,14,33,21874
0,1,7,21875
7,21,42,21876
5,12,29,21878
2,4,8,21879
2,5,9,21880
3,4,9,21881
2,6,14,21882
2,6,14,21883
4,11,25,21884
2,5,9,21885
6,9,22,21886
1,6,11,21887
3,4,9,21888
2,6,14,21889
1,5,11,21890
3,4,10,21891
7,9,24,21892
3,4,8,21893
6,12,29,21894
3,12,29,21895
6,10,26,21896
3,4,8,21897
5,9,22,21898
1,4,4,21899
4,10,26,21900
2,5,9,21901
3,7,18,21902
3,4,10,21903
1,5,10,21904
1,7,17,21905
2,4,10,21906
2,6,13,21907
3,4,6,21908
4,6,17,21909
1,3,5,21910
0,5,8,21911
3,4,6,21912
4,6,17,21913
3,5,13,21914
1,2,6,21915
4,6,17,21916
3,4,6,21917
0,1,4,21918
1,1,3,21919
3,5,13,21920
3,4,6,21921
4,6,17,21922
2,5,11,21923
1,5,14,21924
1,4,12,21925
4,10,17,21926
2,6,8,21927
5,7,11,21928
5,7,11,21929
0,11,18,21930
1,10,18,21931
0,0,0,21932
0,0,0,21933
5,7,11,21934
6,7,13,21935
4,7,12,21936
5,7,11,21937
3,6,9,21938
5,7,13,21939
1,11,18,21940
5,7,11,21941
6,7,12,21942
6,7,11,21943
5,6,8,21944
4,4,10,21945
6,7,12,21946
3,7,12,21947
15,15,46,21948
15,15,46,21949
4,4,10,21950
2,2,3,21951
0,0,0,21952
2,2,3,21953
2,4,10,21954
0,0,1,21955
2,2,3,21956
4,4,10,21957
15,15,46,21958
4,4,10,21959
6,7,12,21960
7,7,12,21961
15,15,46,21962
4,4,10,21963
15,15,46,21964
15,15,46,21965
2,2,3,21966
15,15,46,21967
4,4,10,21968
15,15,46,21969
15,15,46,21970
2,2,2,21971
7,7,12,21972
1,1,1,21973
0,1,1,21974
1,1,1,21975
2,2,5,21976
2,2,5,21977
1,2,5,21978
1,1,2,21979
1,1,2,21980
0,0,0,21981
2,3,9,21983
0,2,10,21984
2,2,11,21985
1,2,10,21986
0,0,0,21987
1,4,11,21988
0,0,0,21989
1,4,14,21990
1,2,10,21991
0,0,0,21992
1,1,1,21993
2,3,9,21994
5,8,12,21995
1,8,11,21996
0,2,3,21997
2,7,10,21998
1,8,11,21999
7,8,11,22000
5,8,11,22001
5,8,12,22002
5,8,11,22003
7,8,11,22004
3,7,10,22005
4,7,10,22006
5,8,12,22007
5,8,11,22008
5,7,10,22009
1,7,10,22010
5,8,12,22011
0,1,6,22012
4,6,15,22013
2,9,22,22014
6,17,27,22015
4,11,17,22016
8,14,29,22017
2,2,7,22018
1,1,11,22019
3,14,24,22021
1,17,27,22022
5,15,27,22023
14,22,40,22024
6,14,22,22025
0,6,12,22026
0,0,0,22027
2,2,2,22028
2,20,28,22029
2,2,2,22030
0,0,0,22031
6,17,31,22032
10,17,44,22033
2,9,22,22034
5,5,6,22035
1,9,23,22036
1,5,17,22038
1,2,7,22039
5,16,26,22040
1,14,24,22041
6,17,31,22042
12,18,45,22043
5,13,30,22044
6,18,30,22045
7,9,16,22046
13,22,40,22047
7,15,24,22048
13,17,45,22049
4,6,26,22050
11,18,44,22051
1,1,3,22052
7,19,30,22053
3,5,8,22054
7,15,31,22055
6,8,12,22056
1,14,24,22057
13,19,34,22058
7,9,19,22059
7,20,33,22060
3,9,21,22061
3,5,6,22062
1,14,47,22063
3,4,13,22064
13,22,40,22065
6,13,27,22066
6,17,31,22067
9,16,24,22068
6,21,53,22069
7,16,43,22070
0,0,2,22071
13,21,39,22072
14,19,46,22073
3,5,7,22074
8,15,24,22075
3,11,17,22076
7,9,16,22077
8,11,25,22078
10,17,44,22079
4,16,38,22080
6,16,31,22081
7,13,29,22082
8,11,26,22083
7,9,19,22084
6,8,11,22085
3,16,32,22086
1,1,11,22087
4,5,15,22088
6,20,35,22089
9,16,33,22090
4,21,59,22091
15,17,44,22092
4,7,29,22093
0,4,14,22094
1,1,11,22095
5,13,29,22096
4,8,31,22097
2,15,26,22098
8,18,31,22099
0,4,14,22100
3,14,24,22101
8,18,37,22102
3,4,13,22103
1,5,12,22104
3,10,21,22105
5,5,7,22106
16,17,44,22107
1,1,11,22108
3,18,29,22109
3,12,23,22110
2,10,18,22111
9,17,25,22112
3,5,7,22113
8,11,26,22114
5,13,30,22115
4,14,27,22116
13,23,42,22117
13,22,40,22118
0,2,2,22119
2,2,7,22120
7,20,34,22121
8,9,21,22122
3,15,27,22123
13,17,44,22124
4,17,34,22125
5,16,28,22126
7,10,18,22127
4,10,38,22128
13,19,34,22129
13,22,40,22130
7,14,22,22131
3,12,21,22132
1,1,11,22133
3,11,23,22134
6,15,25,22135
9,17,33,22137
13,24,42,22138
2,2,7,22139
3,11,15,22140
6,20,51,22141
3,5,19,22142
7,17,30,22143
0,2,7,22144
2,17,25,22145
5,12,20,22147
5,5,6,22148
3,8,19,22149
4,15,27,22150
1,9,24,22151
2,6,13,22152
1,3,6,22153
1,3,11,22154
0,0,2,22155
7,17,27,22156
1,4,16,22157
0,2,9,22158
3,9,16,22159
2,17,26,22160
8,17,25,22161
7,11,26,22162
8,9,21,22163
3,10,22,22165
2,2,6,22166
0,0,3,22167
13,22,40,22168
8,11,25,22169
8,11,25,22170
7,10,18,22171
8,11,26,22172
3,11,24,22173
0,6,11,22174
4,6,26,22175
1,1,3,22176
4,9,17,22177
1,7,14,22178
1,11,41,22179
1,7,12,22180
0,3,6,22181
4,6,16,22182
2,6,13,22183
1,14,24,22184
6,13,20,22185
5,15,24,22186
2,3,10,22187
1,18,34,22188
0,5,13,22189
0,5,11,22190
0,0,0,22191
3,8,21,22192
2,20,29,22193
3,17,25,22194
6,14,22,22195
2,6,15,22196
0,1,3,22197
2,11,20,22198
0,4,10,22199
0,2,9,22200
10,20,35,22201
6,14,32,22202
5,15,27,22203
14,21,39,22204
4,12,18,22205
3,14,24,22206
7,14,23,22207
0,3,10,22208
3,5,6,22209
5,15,24,22210
1,4,13,22211
0,0,5,22212
1,5,11,22213
2,10,17,22214
1,2,3,22215
4,5,6,22216
1,1,3,22217
4,14,26,22218
1,4,13,22219
7,14,22,22220
1,4,10,22221
5,16,30,22222
7,11,26,22223
1,9,14,22224
13,21,39,22225
6,12,26,22226
4,13,20,22227
6,15,22,22228
1,16,32,22229
1,6,15,22230
3,10,21,22231
5,14,22,22232
1,15,25,22233
6,8,12,22234
2,9,17,22235
4,6,16,22236
7,11,26,22237
16,17,43,22238
6,16,27,22239
6,16,39,22240
8,11,25,22241
3,11,24,22242
9,17,25,22243
14,17,44,22244
14,17,43,22245
6,18,29,22246
8,11,26,22247
6,15,22,22248
5,13,28,22251
1,8,24,22252
2,13,26,22253
8,18,31,22254
7,14,26,22255
13,23,42,22256
7,15,24,22257
6,16,28,22258
7,14,26,22259
4,5,6,22260
0,5,10,22261
6,15,29,22262
3,14,24,22263
3,7,11,22264
2,3,10,22265
2,10,13,22266
3,9,21,22267
1,7,14,22268
0,0,5,22270
0,0,2,22271
1,8,14,22272
0,6,12,22273
5,9,17,22274
3,12,27,22275
2,2,2,22276
1,1,3,22277
1,2,5,22278
3,5,7,22279
1,4,10,22280
0,2,9,22281
7,14,23,22283
5,10,19,22284
5,17,30,22285
7,14,23,22286
5,10,19,22287
0,4,6,22288
0,0,0,22289
3,6,8,22291
8,14,31,22292
0,0,0,22293
3,4,9,22295
4,7,10,22296
8,12,31,22297
7,12,30,22298
1,7,11,22299
8,14,32,22300
4,5,7,22301
1,7,11,22302
1,1,2,22303
6,6,7,22304
2,15,31,22305
2,10,25,22306
9,13,32,22307
3,7,10,22308
3,4,9,22309
5,15,32,22310
4,11,25,22311
1,12,28,22312
9,13,31,22313
5,10,27,22314
5,6,7,22315
9,13,32,22316
1,1,3,22317
2,6,9,22318
9,13,32,22319
2,2,4,22320
9,14,32,22321
8,12,30,22322
0,0,0,22323
4,6,6,22324
0,7,9,22325
1,5,19,22327
3,7,10,22328
0,0,0,22329
2,7,10,22330
1,7,11,22331
0,3,7,22332
1,1,2,22333
4,12,30,22334
3,7,10,22335
2,4,10,22336
1,8,13,22337
4,6,7,22338
2,8,11,22339
0,0,0,22340
5,6,6,22341
9,14,31,22342
0,5,10,22343
2,6,9,22344
1,5,7,22345
4,6,6,22346
3,5,12,22347
2,2,4,22348
4,4,10,22349
3,4,9,22350
4,4,10,22351
2,6,9,22352
1,8,13,22353
2,7,10,22354
0,0,0,22355
2,6,9,22356
3,7,10,22357
0,0,0,22358
0,0,0,22359
2,2,4,22360
1,8,13,22361
3,7,10,22362
3,6,13,22363
1,1,2,22364
0,1,2,22365
0,0,0,22366
0,0,0,22367
3,12,29,22368
3,7,10,22369
2,2,4,22370
13,16,34,22371
13,15,32,22372
2,5,8,22373
2,5,12,22374
2,4,7,22375
0,0,0,22376
4,5,7,22377
0,0,0,22378
5,15,33,22379
4,6,6,22380
9,15,32,22381
1,7,21,22382
3,5,12,22383
2,9,21,22384
6,6,7,22385
0,0,0,22386
1,4,12,22388
3,5,12,22389
4,4,10,22390
1,8,12,22391
0,0,0,22392
1,7,11,22393
2,2,4,22394
13,16,34,22395
0,1,2,22396
0,8,13,22397
3,6,12,22399
0,6,7,22400
4,10,17,22401
10,16,31,22402
0,0,0,22403
10,12,26,22404
4,10,17,22405
4,10,17,22406
1,3,3,22407
4,10,16,22408
10,14,22,22409
10,12,23,22410
10,15,27,22411
4,8,12,22412
4,9,16,22413
3,3,4,22414
4,9,16,22415
4,10,15,22416
2,3,3,22418
11,14,23,22419
4,10,19,22420
5,15,30,22421
4,10,19,22422
3,8,12,22423
1,3,4,22424
4,4,7,22425
9,13,26,22426
1,12,25,22427
4,8,12,22428
4,10,18,22429
4,10,17,22430
8,16,30,22431
10,16,32,22432
11,14,26,22433
10,15,27,22434
2,13,29,22435
10,12,23,22436
10,16,31,22437
4,9,16,22438
9,13,21,22439
10,13,27,22440
9,14,22,22441
7,13,21,22442
10,15,27,22443
10,14,27,22444
12,14,24,22445
10,16,32,22446
10,16,31,22447
10,12,23,22448
5,10,15,22449
4,10,17,22450
11,14,22,22451
3,19,34,22452
1,1,6,22453
0,8,13,22454
5,14,30,22455
9,20,38,22456
10,20,37,22457
3,3,4,22458
1,2,8,22459
7,16,32,22460
2,8,15,22461
2,2,9,22462
8,16,33,22463
2,14,28,22464
12,21,40,22465
2,14,28,22466
5,8,14,22467
5,8,14,22468
1,1,5,22469
12,19,36,22470
1,4,10,22471
13,21,39,22472
1,8,15,22473
5,8,14,22474
1,1,3,22475
0,8,13,22476
0,3,8,22477
1,7,13,22478
1,1,4,22479
2,4,10,22480
0,0,0,22481
1,1,5,22482
1,6,9,22483
13,21,39,22484
6,18,34,22485
1,6,9,22486
1,3,9,22487
1,1,5,22488
0,3,8,22489
1,1,3,22490
12,21,39,22491
12,21,39,22492
1,4,10,22493
6,18,34,22494
9,19,36,22495
1,4,10,22496
2,7,14,22497
1,10,17,22498
1,3,9,22499
2,5,7,22500
8,21,39,22501
9,20,37,22502
12,20,36,22503
5,8,14,22504
10,11,25,22505
3,8,14,22506
1,1,1,22507
5,8,13,22508
2,2,9,22509
12,21,40,22510
2,5,9,22511
0,0,0,22512
12,22,40,22513
11,22,40,22514
1,1,5,22515
1,1,4,22516
1,6,10,22517
11,11,25,22518
2,6,9,22519
4,19,32,22520
2,5,12,22521
3,3,4,22522
1,6,10,22523
1,1,4,22524
12,19,36,22525
1,1,1,22526
11,21,39,22527
4,13,25,22528
9,21,40,22529
2,14,28,22530
4,16,31,22531
6,8,15,22532
2,19,28,22533
2,12,18,22534
3,11,25,22535
4,6,16,22536
0,4,11,22537
7,24,39,22538
11,17,36,22539
3,6,17,22540
7,9,22,22541
5,10,23,22542
6,7,12,22543
5,15,31,22544
13,20,32,22545
5,10,23,22546
14,20,34,22547
13,15,27,22548
0,9,21,22549
11,17,36,22550
8,13,20,22551
8,10,16,22552
6,12,25,22553
11,15,27,22554
11,17,36,22555
1,7,14,22556
13,15,27,22557
11,17,36,22558
11,17,36,22559
7,9,22,22560
8,16,25,22561
2,4,7,22562
4,12,20,22563
5,15,31,22564
5,10,19,22565
8,13,20,22566
3,4,12,22567
0,11,21,22568
13,20,34,22569
0,6,15,22570
2,14,26,22572
3,12,25,22573
6,20,35,22574
4,5,9,22575
6,12,26,22576
7,22,36,22577
9,15,24,22578
3,6,16,22579
1,4,11,22580
6,10,24,22581
7,12,26,22582
17,20,34,22583
2,14,27,22584
6,9,19,22585
17,20,33,22586
2,4,7,22587
17,20,34,22588
3,12,26,22589
4,10,20,22590
6,14,28,22591
7,12,26,22592
4,6,17,22593
12,21,33,22594
6,12,26,22595
7,15,27,22596
13,15,27,22597
1,13,23,22598
8,9,22,22599
1,2,6,22600
5,12,25,22601
8,10,16,22602
8,10,16,22603
7,16,32,22604
13,15,27,22605
6,15,24,22606
3,18,29,22607
12,19,29,22608
8,18,28,22609
4,5,9,22610
1,7,13,22611
3,3,11,22612
2,4,7,22613
10,18,28,22614
10,18,28,22615
10,13,20,22616
3,9,22,22617
6,14,28,22618
4,5,10,22619
4,11,21,22620
11,15,26,22621
8,15,24,22622
2,6,15,22623
1,4,9,22624
1,6,13,22625
3,16,27,22626
4,7,14,22627
1,3,6,22628
1,5,10,22629
5,16,30,22630
4,12,20,22631
2,4,7,22632
2,2,2,22633
2,2,5,22634
7,14,28,22635
1,13,32,22636
5,12,20,22637
13,15,27,22638
9,16,25,22639
17,20,33,22640
2,2,5,22641
3,6,18,22642
9,12,26,22643
12,15,27,22644
2,3,7,22645
0,0,0,22646
9,19,30,22648
9,15,24,22649
1,4,9,22650
1,7,13,22651
8,10,16,22652
1,6,11,22653
0,1,3,22654
1,7,14,22655
2,3,8,22656
2,5,13,22657
9,9,22,22658
1,3,7,22659
2,6,14,22660
7,12,26,22662
0,0,1,22663
5,19,29,22664
5,17,27,22665
17,20,34,22667
8,13,20,22668
0,6,15,22669
6,12,26,22670
7,19,31,22671
5,11,25,22672
1,10,15,22673
2,2,4,22674
2,2,5,22676
5,15,31,22677
0,12,18,22678
1,4,9,22679
6,8,15,22680
6,9,22,22681
6,8,15,22682
0,0,1,22683
16,20,34,22684
6,13,20,22685
2,15,27,22686
7,9,22,22687
7,23,38,22688
13,16,28,22690
6,20,35,22691
12,15,27,22692
16,20,32,22693
8,13,20,22694
4,14,24,22695
7,14,28,22696
1,3,7,22697
6,10,24,22698
4,13,24,22699
6,8,15,22700
1,1,3,22701
5,13,27,22702
6,8,14,22703
13,15,27,22704
8,10,16,22705
3,4,12,22706
4,9,17,22707
2,2,7,22708
1,3,7,22709
1,2,6,22710
1,2,7,22711
1,2,6,22712
2,2,7,22713
0,2,8,22714
2,2,7,22715
0,2,10,22716
1,2,7,22717
2,2,2,22718
1,2,5,22719
1,2,4,22720
1,3,7,22721
0,2,10,22722
6,13,28,22723
0,1,7,22724
12,13,29,22725
11,13,30,22726
0,2,7,22727
11,13,30,22728
12,13,29,22729
12,13,29,22730
1,2,7,22731
11,13,29,22732
2,2,2,22733
2,14,32,22734
1,4,8,22735
1,4,8,22736
2,8,17,22737
4,9,13,22738
5,9,17,22739
1,1,2,22740
0,0,1,22741
4,10,16,22743
2,3,7,22744
0,0,0,22745
1,1,1,22746
2,8,17,22747
6,10,21,22748
2,6,9,22749
3,11,17,22750
3,7,12,22751
6,9,18,22752
2,3,7,22753
7,10,21,22754
4,7,11,22755
4,8,14,22756
0,0,0,22757
1,5,11,22758
6,11,23,22759
2,6,9,22760
2,3,7,22761
6,12,20,22762
2,5,12,22763
1,7,16,22764
3,9,23,22765
4,10,25,22766
6,12,26,22767
0,3,6,22768
1,3,7,22769
5,11,24,22770
2,8,17,22771
1,1,1,22772
1,3,7,22773
4,10,24,22774
1,6,11,22775
4,9,22,22776
6,13,28,22777
4,13,29,22778
7,13,28,22779
7,12,25,22780
4,9,18,22781
8,12,28,22782
5,12,26,22783
6,12,29,22784
2,2,5,22785
1,2,8,22786
0,5,17,22787
4,8,20,22789
1,2,8,22790
5,8,21,22791
4,8,18,22792
4,8,17,22793
1,2,5,22794
4,8,19,22795
4,8,20,22796
4,8,20,22797
4,8,20,22798
6,8,20,22799
4,8,19,22800
0,0,0,22801
13,25,50,22802
3,19,37,22803
0,0,0,22804
0,0,0,22805
2,17,30,22806
13,29,59,22807
3,24,45,22808
5,12,20,22810
5,11,21,22811
13,25,50,22812
3,11,22,22813
7,17,26,22814
0,1,1,22815
5,10,21,22816
3,10,16,22817
2,9,16,22818
2,8,15,22819
2,11,21,22821
12,18,32,22822
3,10,22,22823
3,14,26,22824
1,3,11,22825
3,19,37,22826
7,17,26,22828
1,9,18,22829
0,0,0,22830
6,12,20,22831
13,29,59,22832
11,35,65,22833
10,10,21,22834
12,16,28,22835
2,11,22,22836
8,18,32,22837
12,30,54,22838
6,31,57,22839
12,18,32,22840
8,16,23,22841
3,17,37,22842
3,18,36,22843
2,2,2,22844
2,11,22,22846
4,20,40,22847
12,18,32,22848
6,13,20,22849
12,15,27,22850
8,19,33,22851
6,9,16,22852
4,7,13,22853
12,30,58,22854
2,6,19,22855
6,30,55,22856
6,14,25,22857
10,26,54,22858
13,29,58,22859
5,36,65,22860
10,28,60,22861
12,22,44,22862
9,15,24,22863
6,12,20,22864
8,16,22,22865
12,30,58,22866
10,28,60,22867
2,9,16,22868
12,16,28,22869
5,23,42,22870
5,10,21,22871
3,24,45,22872
4,20,40,22873
10,15,27,22874
12,29,60,22875
10,18,32,22876
0,3,7,22877
12,16,28,22878
5,10,16,22879
5,14,23,22880
11,35,65,22881
12,29,51,22882
5,12,20,22883
6,16,22,22884
3,3,7,22885
5,11,14,22886
12,19,37,22887
1,1,2,22888
9,18,35,22889
5,11,21,22890
12,22,41,22891
5,27,42,22892
8,18,32,22893
5,17,26,22894
2,11,22,22895
4,37,68,22896
0,0,0,22897
2,2,3,22898
2,11,22,22899
3,3,7,22900
5,12,20,22901
5,11,21,22902
6,14,19,22903
2,3,10,22904
1,1,5,22905
10,26,54,22906
3,20,40,22907
5,11,23,22908
8,18,32,22909
4,20,40,22910
15,25,49,22911
0,2,3,22912
5,36,65,22913
1,6,13,22914
3,17,26,22915
4,20,40,22916
2,11,22,22917
4,7,11,22918
12,15,27,22919
0,0,0,22920
